iyear,imonth,iday,country_txt,provstate,city,latitude,longitude,location,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,gname,gtype,grace,weaptype1,weaptype1_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ransom,ransomamt
1971,4,19,United States,Puerto Rico,San Juan,18.46617,-66.106654,,1,0,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,American owned business in Puerto Rico,"Franklin's Women's Apparel store and Thom McCan shoe store, San Juan Puerto Rico",217,United States,Armed Commandos of Liberation,Nationalist,Puerto Rican,6,Explosives/Bombs/Dynamite,Two bombs,3,3,0,0,0,0,1,3,Minor (likely < $1 million),,Extensive damage,0,
1971,4,23,United States,California,Fresno,36.740685,-119.785734,,1,0,3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,,State Parole Office Building,217,United States,Chicano Liberation Front,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,4,Unknown,,,0,
1971,4,28,United States,California,Los Angeles,34.073628,-118.215618,2430 North Broadway,1,0,3,Bombing/Explosion,1,Business,3,Bank/Commerce,Bank of America,"Lincoln Heights branch of Bank of America, Los Angeles",217,United States,Chicano Liberation Front,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Bomb consisting of low-grade black powder,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,
1971,4,29,United States,California,Los Angeles,34.05349,-118.245319,East Los Angeles,1,0,3,Bombing/Explosion,1,Business,3,Bank/Commerce,Bank of America,"Bank of America, Montebello branch in Los Angeles",217,United States,Chicano Liberation Front,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Black powder device tossed from a car at the building,0,0,0,0,0,0,1,3,Minor (likely < $1 million),1600,Twenty windows shattered and bomb fragments damaged the interior of the building,0,
1971,4,29,United States,California,Montebello,34.05349,-118.245319,Montebello,1,0,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,Safeway,Safeway in East Los Angeles,217,United States,Chicano Liberation Front,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Small black powder device thrown at the building,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Two and one half foot whole torn into the roof of the building,0,
1971,5,4,United States,California,Fresno,36.740685,-119.785734,Thrown over a fence,1,0,3,Bombing/Explosion,16,Telecommunication,88,Radio,KMAK radio station,"KMAK transmission towers, Fresno California",217,United States,Chicano Radicals,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Sticks of dynamite tossed over a fence,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Junction box damaged and crater blown into ground,0,
1971,5,6,United States,California,East Los Angeles,34.022442,-118.166974,,1,0,3,Bombing/Explosion,21,Utilities,108,Oil,Standard Oil,Standard Oil of California refinery in East Los Angeles,217,United States,Chicano Liberation Front,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Bomb apparently consisting of sticks of dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),5000,Metal walls were damaged and 200 windows were shattered.,0,
1971,5,8,United States,California,Los Angeles,34.024922,-118.273378,2707 South Grand Ave.,1,0,3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,Welfare Office,Los Angeles County Welfare Office,217,United States,Chicano Liberation Front,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Pipe bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Front door blasted into pieces,0,
1971,5,9,United States,California,Altadena,34.189077,-118.159748,2408 North Lincoln Ave.,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,Shopping Bag Market,"Shopping Bag Market, Altadena California",217,United States,Chicano Liberation Front,Nationalist,Mexican,8,Incendiary,Firebomb tossed into supermarket,0,0,0,0,0,0,1,3,Minor (likely < $1 million),2500,Water damage,0,
1971,5,11,United States,California,Los Angeles,34.165357,-118.608975,San Fernando Valley,1,0,7,Facility/Infrastructure Attack,1,Business,3,Bank/Commerce,Bank of America,"Bank of America, Woodland Hills branch in Los Angeles California",217,United States,Chicano Liberation Front,Nationalist,Mexican,8,Incendiary,Gallon jug containing flammable liquid smashed against the building,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Rear door scorched,0,
1971,6,11,United States,California,Los Angeles,34.083528,-118.326584,5723 Melrose Ave.,1,0,3,Bombing/Explosion,10,Journalists & Media,54,Radio Journalist/Staff/Facility,Mexican-American radio station in the Los Angeles area,KALI,217,United States,Chicano Radicals,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Bomb placed outside the door of the building,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Windows shattered,0,
1971,6,11,United States,California,Pasadena,34.13149,-118.101567,800 Sierra Madre Ave.,1,0,3,Bombing/Explosion,10,Journalists & Media,54,Radio Journalist/Staff/Facility,Mexican-American radio station in the Los Angeles area,KWKW,217,United States,Chicano Radicals,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Bomb tossed on the roof of the building,0,0,0,0,0,0,1,3,Minor (likely < $1 million),1000,Hole blown into the ceiling of the building and the station knocked off the radio for ten minutes.,0,
1971,6,13,United States,California,Los Angeles,34.083504,-118.315725,5353 Melrose Ave.,1,0,3,Bombing/Explosion,10,Journalists & Media,55,Television Journalist/Staff/Facility,Spanish language television station in the Los Angeles area,KMEX-TV,217,United States,Chicano Radicals,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Small homemade bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Truck damaged and one window at the gas station shattered,0,
1971,6,15,United States,California,East Los Angeles,34.022425,-118.167056,East Los Angeles,1,0,3,Bombing/Explosion,7,Government (Diplomatic),,,Mexican-American establishment in the Los Angeles area,"Joaquin Murieta Center, Los Angeles California",217,United States,Chicano Radicals,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Bomb,0,0,0,0,0,0,-9,4,Unknown,,,0,
1971,6,16,United States,California,Santa Cruz,36.974025,-122.030954,,0,0,3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,County building,"County building, Santa Cruz California",217,United States,Chicano Radicals,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Fourteen inch pipe bomb,0,0,0,0,0,0,0,,,,,0,
1971,6,17,United States,California,Los Angeles,34.034286,-118.262039,1436 South Main St.,1,0,3,Bombing/Explosion,10,Journalists & Media,53,Newspaper Journalist/Staff/Facility,Mexican-American newspaper in the Los Angeles area,Offices of LA Opinion,217,United States,Chicano Radicals,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Bomb placed outside the front door of the building or tossed at the building,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,"Doors, windows, and ceiling in the front of the building damaged.  Windows at business next door shattered.",0,
1971,6,22,United States,California,Los Angeles,34.062192,-118.173614,,1,0,3,Bombing/Explosion,8,Educational Institution,50,Other Personnel,"California State University, Los Angeles","Campus police vehicle at California State University, Los Angeles",217,United States,Chicano Liberation Front,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Campus patrol car destroyed,0,
1971,6,22,United States,California,Los Angeles,34.073867,-118.202763,3501 North Broadway,1,0,3,Bombing/Explosion,8,Educational Institution,49,School/University/Educational Building,"Lincoln High School, Los Angeles",Counselor's office at Lincoln High School,217,United States,Chicano Liberation Front,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Bomb inside or under police vehicle,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Counselor's office and police car damaged,0,
1971,6,24,United States,California,Los Angeles,34.039673,-118.182056,East Los Angeles,1,0,3,Bombing/Explosion,8,Educational Institution,49,School/University/Educational Building,Junior High School in a predominately Mexican-American area,"Belvedere Junior High School, Los Angeles",217,United States,Chicano Liberation Front,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Bomb placed on window sill,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,One office destroyed and windows knocked out in three other offices,0,
1971,7,0,United States,New York,New York City,40.712784,-74.005941,,1,0,3,Bombing/Explosion,1,Business,11,Entertainment/Cultural/Stadium/Casino,,theatre,217,United States,Secret Cuban Government,Nationalist,Cuban,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),2000,,0,
1971,7,1,United States,California,Los Angeles,34.061362,-118.203529,1350 San Pablo St.,1,0,3,Bombing/Explosion,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Army Reserve center,"63rd Army Reserve center, Los Angeles California",217,United States,Chicano Liberation Front,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Pipe bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),2400,Door destroyed and twenty-four windows shattered,0,
1971,7,6,United States,California,Montebello,34.015147,-118.122896,2100 W. Cleveland,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,49,School/University/Educational Building,Montebello High School,Classroom building at Montebello High School,217,United States,Chicano Liberation Front,Nationalist,Mexican,8,Incendiary,Tossed firebomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Windows shattered,0,
1971,7,8,United States,California,Los Angeles,34.05349,-118.245319,,1,0,3,Bombing/Explosion,1,Business,3,Bank/Commerce,,Pan American National Bank,217,United States,Chicano Liberation Front,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Explosive,0,0,,0,0,,1,3,Minor (likely < $1 million),2000,,0,
1971,7,8,United States,California,Los Angeles,34.05349,-118.245319,,1,0,3,Bombing/Explosion,2,Government (General),21,Government Building/Facility/Office,Post Office,Post office in East Los Angeles,217,United States,Chicano Liberation Front,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,
1971,7,18,United States,California,Los Angeles,34.042309,-118.141507,1969 South Atlantic Blvd.,1,0,3,Bombing/Explosion,1,Business,3,Bank/Commerce,Bank of America,"Monterey Park branch of Bank of America, Los Angeles",217,United States,Chicano Liberation Front,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Windows and glass doors of the building shattered.  Extensive damage to the inside of the bank.,0,
1971,8,22,United States,New York,New York City,40.712784,-74.005941,,1,0,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,,Grocery,217,United States,Armed Revolutionary Independence Movement (MIRA),Nationalist,Puerto Rican,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,,,,,0,
1971,8,22,United States,New York,New York City,40.712784,-74.005941,,1,0,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,,Grocery,217,United States,Armed Revolutionary Independence Movement (MIRA),Nationalist,Puerto Rican,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,,,,,0,
1971,8,22,United States,New York,New York City,40.712784,-74.005941,,1,0,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,,supermarket,217,United States,Armed Revolutionary Independence Movement (MIRA),Nationalist,Puerto Rican,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,,,,,0,
1971,8,22,United States,New York,New York City,40.712784,-74.005941,,1,0,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,,grocery,217,United States,Armed Revolutionary Independence Movement (MIRA),Nationalist,Puerto Rican,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,,,,,0,
1971,8,22,United States,New York,New York City,40.712784,-74.005941,,1,0,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,,grocery,217,United States,Armed Revolutionary Independence Movement (MIRA),Nationalist,Puerto Rican,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),1000,,0,
1971,8,22,United States,New York,New York City,40.712784,-74.005941,,1,0,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,,grocery,217,United States,Armed Revolutionary Independence Movement (MIRA),Nationalist,Puerto Rican,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),300,,0,
1971,8,22,United States,New York,New York City,40.712784,-74.005941,,1,0,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,,supermarket,217,United States,Armed Revolutionary Independence Movement (MIRA),Nationalist,Puerto Rican,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),700,,0,
1971,8,22,United States,New York,New York City,40.712784,-74.005941,,1,0,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,,grocery,217,United States,Armed Revolutionary Independence Movement (MIRA),Nationalist,Puerto Rican,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),500,,0,
1971,8,22,United States,New York,New York City,40.712784,-74.005941,,1,0,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,,grocery,217,United States,Armed Revolutionary Independence Movement (MIRA),Nationalist,Puerto Rican,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),700,,0,
1971,8,22,United States,New Jersey,Hoboken,40.743906,-74.032355,,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,,store,217,United States,Armed Revolutionary Independence Movement (MIRA),Nationalist,Puerto Rican,8,Incendiary,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),700,,0,
1971,8,23,United States,New Jersey,Hoboken,40.743906,-74.032355,,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,,store,217,United States,Armed Revolutionary Independence Movement (MIRA),Nationalist,Puerto Rican,8,Incendiary,Incendiary,0,,,0,,,1,,,,,0,
1971,8,23,United States,New Jersey,Hoboken,40.743906,-74.032355,,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,,store,217,United States,Armed Revolutionary Independence Movement (MIRA),Nationalist,Puerto Rican,8,Incendiary,Incendiary,0,,,0,,,1,,,,,0,
1971,8,23,United States,New Jersey,Hoboken,40.743906,-74.032355,,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,,store,217,United States,Armed Revolutionary Independence Movement (MIRA),Nationalist,Puerto Rican,8,Incendiary,Incendiary,0,,,0,,,1,,,,,0,
1971,8,23,United States,New Jersey,Hoboken,40.743906,-74.032355,,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,,store,217,United States,Armed Revolutionary Independence Movement (MIRA),Nationalist,Puerto Rican,8,Incendiary,Incendiary,0,,,0,,,1,,,,,0,
1971,8,23,United States,New Jersey,Hoboken,40.743906,-74.032355,,1,0,7,Facility/Infrastructure Attack,1,Business,7,Retail/Grocery/Bakery,,store,217,United States,Armed Revolutionary Independence Movement (MIRA),Nationalist,Puerto Rican,8,Incendiary,Incendiary,0,,,0,,,1,,,,,0,
1971,8,27,United States,California,Los Angeles,34.05349,-118.245319,,1,0,7,Facility/Infrastructure Attack,1,Business,,,,Real Estate Office,217,United States,Chicano Liberation Front,Nationalist,Mexican,8,Incendiary,Incendiary,0,,,0,,,1,,,,,0,
1971,8,29,United States,California,Vernon,34.004995,-118.230244,,1,0,3,Bombing/Explosion,1,Business,3,Bank/Commerce,Bank of America,Bank of America,217,United States,Chicano Liberation Front,Nationalist,Mexican,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,3,Minor (likely < $1 million),2000,,0,
1971,11,22,United States,New Jersey,Camden,39.945255,-75.119129,,1,0,7,Facility/Infrastructure Attack,1,Business,,,,Office Building,217,United States,Puerto Rican Liberation Front,Nationalist,Puerto Rican,8,Incendiary,Incendiary,0,,,0,,,1,,,,,0,
1971,12,22,United States,New Jersey,Camden,39.945255,-75.119129,,1,0,7,Facility/Infrastructure Attack,1,Business,3,Bank/Commerce,,Bank,217,United States,Puerto Rican Liberation Front,Nationalist,Puerto Rican,8,Incendiary,Incendiary,0,,,0,,,1,,,,,0,
1972,1,6,United States,California,San Diego,32.715695,-117.161719,,0,0,1,Assassination,14,Private Citizens & Property,68,Named Civilian,,Paula Tharp,217,United States,Secret Army Organization,Nationalist,Cuban,5,Firearms,Rifle,0,,,0,,,0,,,,,0,
1972,3,0,United States,Puerto Rico,San Juan,18.46617,-66.106654,,1,0,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,,drug store,217,United States,Secret Cuban Government,Nationalist,Cuban,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,4,Unknown,,,0,
1972,3,0,United States,Puerto Rico,San Juan,18.46617,-66.106654,,1,0,3,Bombing/Explosion,1,Business,7,Retail/Grocery/Bakery,,drug store,217,United States,Secret Cuban Government,Nationalist,Cuban,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,4,Unknown,,,0,
1972,3,0,United States,New York,New York City,40.712784,-74.005941,,1,0,3,Bombing/Explosion,1,Business,11,Entertainment/Cultural/Stadium/Casino,,theater,217,United States,Secret Cuban Government,Nationalist,Cuban,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,,,,,0,
1972,3,29,United States,Florida,Miami,25.699073,-80.266978,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,73,Vehicles/Transportation,,soviet research ship,359,Soviet Union,Young Cuba,Nationalist,Cuban,6,Explosives/Bombs/Dynamite,Explosive,0,,,0,,,1,4,Unknown,,,0,
1972,5,19,United States,California,Placentia,33.876161,-117.869263,500 North Bradford Ave.,1,0,7,Facility/Infrastructure Attack,8,Educational Institution,49,School/University/Educational Building,,"Valencia High School, Placentia California",217,United States,Chicano Liberation Front,Nationalist,Mexican,8,Incendiary,Two Molotov cocktails consisting of soft drink bottles filled with gasoline and connected to a cloth wick,0,0,0,0,0,0,1,3,Minor (likely < $1 million),1000,"Furniture, carpeting, and school records damaged",0,
1972,5,20,United States,Puerto Rico,Dorado,18.460791,-66.264884,Air vent and parking lot of the hotel,1,0,3,Bombing/Explosion,1,Business,8,Hotel/Resort,Hotel hosting beauty pageant,Cerromar Hotel,217,United States,Puerto Rican Nationalists,Nationalist,Puerto Rican,6,Explosives/Bombs/Dynamite,A type of plastic explosive,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,"One bomb damaged 10 hotel rooms, broke windows and water pipes.  The other bomb damaged a vehicle.",0,
